,phrases,label,emotion,book,person_1,person_2
59,"But it wasn’t. For just at that moment the light came over the hill, and there was a mighty twitter in the branches. William never spoke for he stood turned to stone as he stooped; and Bert and Tom were stuck like  rocks as they looked at him. And there they stand to this day, all alone, unless the birds perch on them;  for trolls, as you probably know, must be underground before dawn, or they go back to the stuff of the  mountains they are made of, and never move again. That is what had happened to Bert and Tom and  William.",NEGATIVE,anger,hobbit,Tom,William
60,"He had a cloud of them about him  already, and in the dim light it made him look strange and sorcerous. Bilbo stood still and watched —  he loved smoke-rings — and then he blushed to think how proud he had been yesterday morning of the  smoke-rings he had sent up the wind over The Hill. “Now for some music!” said Thorin. “Bring out the instruments!”   Kili and Fili rushed for their bags and brought back little fiddles; Dori, Nori, and Ori brought out  flutes from somewhere inside their coats; Bombur produced a drum from the hall; Bifur and Bofur  went out too, and came back with clarinets that they had left among the walking-sticks. Dwalin and  Balin said: “Excuse me, I left mine in the porch!” “Just bring mine in with you!” said Thorin.",POSITIVE,joy,hobbit,Thorin,Dori
61,"Soon Dwalin lay by Balin, and Fili and Kili together, and Dori and Nori and Ori all in a heap,  and Oin and Gloin and Bifur and Bofur and Bombur piled uncomfortably near the fire. “That’ll teach ’em,” said Tom; for Bifur and Bombur had given a lot of trouble, and fought like  mad, as dwarves will when cornered. Thorin came last — and he was not caught unawares. He came expecting mischief, and didn’t need  to see his friends’ legs sticking out of sacks to tell him that things were not all well. He stood outside  in the shadows some way off, and said: “What’s all this trouble?",NEGATIVE,anger,hobbit,Thorin,Dori
62,"Fili and Kili  were at the top of a tall larch like an enormous Christmas tree. Dori, Nori, Ori, Oin, and Gloin were  more comfortable in a huge pine with regular branches sticking out at intervals like the spokes of a  wheel. Bifur, Bofur, Bombur, and Thorin were in another. Dwalin and Balin had swarmed up a tall  slender fir with few branches and were trying to find a place to sit in the greenery of the topmost  boughs. Gandalf, who was a good deal taller than the others, had found a tree into which they could  not climb, a large pine standing at the very edge of the glade.",NEGATIVE,fear,hobbit,Thorin,Dori
63,"“I can’t be always carrying burglars on my back,” said Dori, “down tunnels and up trees! What do  you think I am? A porter?”   “He’ll be eaten if we don’t do something,” said Thorin, for there were howls all round them now,  getting nearer and nearer. “Dori!” he called, for Dori was lowest down in the easiest tree, “be quick,  and give Mr. Baggins a hand up!”   Dori was really a decent fellow in spite of his grumbling.",POSITIVE,joy,hobbit,Thorin,Dori
64,"I can only see one, and a little one at that,” said Beorn. “Well to tell you the truth, I did not like to bother you with a lot of us, until I found out if you were  busy. I will give a call, if I may.”   “Go on, call away!”   So Gandalf gave a long shrill whistle, and presently Thorin and Dori came round the house by the  garden path and stood bowing low before them. “One or three you meant, I see!” said Beorn. “But these aren’t hobbits, they are dwarves!”   “Thorin Oakenshield, at your service!",NEGATIVE,anger,hobbit,Thorin,Dori
65,"Dori at your service!” said the two dwarves bowing again. “I don’t need your service, thank you,” said Beorn, “but I expect you need mine. I am not over fond  of dwarves; but if it is true you are Thorin (son of Thrain, son of Thror, I believe), and that your  companion is respectable, and that you are enemies of goblins and are not up to any mischief in my  lands — what are you up to, by the way?”   “They are on their way to visit the land of their fathers, away east beyond Mirkwood,” put in  Gandalf, “and it is entirely an accident that we are in your lands at all. We were crossing by the High  Pass that should have brought us to the road that lies to the south of your country, when we were  attacked by the evil goblins — as I was about to tell you.”   “Go on telling, then!” said Beorn, who was never very polite. “There was a terrible storm; the stone-giants were out hurling rocks, and at the head of the pass we  took refuge in a cave, the hobbit and I and several of our companions...”   “Do you call two several?”   “Well, no.",NEGATIVE,anger,hobbit,Thorin,Dori
66,"Still twelve yards is as good as a mile. We can’t jump it, and we daren’t try  to wade or swim.”   “Can any of you throw a rope?”   “What’s the good of that? The boat is sure to be tied up, even if we could hook it, which I doubt.”   “I don’t believe it is tied,” said Bilbo, “though of course I can’t be sure in this light; but it looks to  me as if it was just drawn up on the bank, which is low just there where the path goes down into the  water.”   “Dori is the strongest, but Fili is the youngest and still has the best sight,” said Thorin. “Come here  Fili, and see if you can see the boat Mr. Baggins is talking about.”   Fili thought he could; so when he had stared a long while to get an idea of the direction, the others  brought him a rope.",POSITIVE,joy,hobbit,Thorin,Dori
67,"“It was tied after all,” said he, looking at the snapped painter that was still dangling from it. “That  was a good pull, my lads; and a good job that our rope was the stronger.”   “Who’ll cross first?” asked Bilbo. “I shall,” said Thorin, “and you will come with me, and Fili and Balin. That’s as many as the boat  will hold at a time. After that Kili and Oin and Gloin and Dori; next Ori and Nori, Bifur and Bofur;  and last Dwalin and Bombur.”   “I’m always last and I don’t like it,” said Bombur.",POSITIVE,joy,hobbit,Thorin,Dori
68,"The fires leaped up in black smokes. Ashes and cinders were in the eyes of the dwarves, and the wood was filled again with their clamour  and their cries. Bilbo found himself running round and round (as he thought) and calling and calling: “Dori, Nori,  Ori, Oin, Gloin, Lili, Kili, Bombur, Bifur, Bofur, Dwalin, Balin, Thorin Oakenshield,” while people he  could not see or feel were doing the same all round him (with an occasional “Bilbo!” thrown in). But  the cries of the others got steadily further and fainter, and though after a while it seemed to him they  changed to yells and cries for help in the far distance, all noise at last died right away, and he was left     alone in complete silence and darkness. That was one of his most miserable moments.",NEGATIVE,sadness,hobbit,Thorin,Dori
69,"“My tub was full of it. To smell apples  everlastingly when you can scarcely move and are cold and sick with hunger is maddening. I could eat  anything in the wide world now, for hours on end — but not an apple!”   With the willing help of Fili and Kili, Thorin and Bilbo at last discovered the remainder of the  company and got them out. Poor fat Bombur was asleep or senseless; Dori, Nori, Ori, Oin and Gloin  were waterlogged and seemed only half alive; they all had to be carried one by one and laid helpless  on the shore. “Well!",NEGATIVE,sadness,hobbit,Thorin,Dori
70,"But there seemed small need for watching in the days of our prosperity, and the guards  were made over comfortable, perhaps — otherwise we might have had longer warning of the coming of  the dragon, and things might have been different. Still, here we can now lie hid and sheltered for a  while, and can see much without being seen.”   “Not much use, if we have been seen coming here,” said Dori, who was always looking up towards  the Mountain’s peak, as if he expected to see Smaug perched there like a bird on a steeple. “We must take our chance of that,” said Thorin. “We can go no further to-day.”   “Hear, hear!” cried Bilbo, and flung himself on the ground. In the rock-chamber there would have been room for a hundred, and there was a small chamber  further in, more removed from the cold outside.",NEGATIVE,fear,hobbit,Thorin,Dori
71,"At last the time came for him to say good-bye to his friends. “Farewell, Balin!” he said; “and  farewell, Dwalin; and farewell Dori, Nori, Ori, Oin, Gloin, Bifur, Bofur, and Bombur! May your  beards never grow thin!” And turning towards the Mountain he added: “Farewell Thorin Oakenshield! And Fili and Kili! May your memory never fade!”   Then the dwarves bowed low before their Gate, but words stuck in their throats.",NEGATIVE,anger,hobbit,Thorin,Dori
72,"“Confusticate and bebother these dwarves!” he said aloud. “Why don’t they come and lend a  hand?” Lo and behold! there stood Balin and Dwalin at the door of the kitchen, and Fili and Kili  behind them, and before he could say knife they had whisked the trays and a couple of small tables  into the parlour and set out everything afresh. Gandalf sat at the head of the party with the thirteen dwarves all round: and Bilbo sat on a stool at  the fireside, nibbling at a biscuit (his appetite was quite taken away), and trying to look as if this was  all perfectly ordinary and not in the least an adventure. The dwarves ate and ate, and talked and talked,  and time got on.",POSITIVE,joy,hobbit,Kili,Gandalf
