phrases,book,person_1,person_2
"My colleagues, men belonging to King  Foltest's secret service, are also, as it turns out, interested in Master Rience. They saw through the plan  of those - as you called them - crafty dogs. It is they who boarded the barge, they who wanted to grab  the Geralt. Perhaps as bait for Rience, perhaps for a different end. At Acorn Bay, Dandelion, the Geralt  killed Temerian agents.",Blood of Elves,Geralt,Rience
"I can pacify the Temerians. But not for nothing. Where has the Geralt gone,  Dandelion?'  'Novigrad,' the troubadour lied without thinking. 'He went to look for Rience there.'  A mistake, a mistake,' smiled the spy, pretending not to have caught the lie. 'You see what a shame it is  he didn't overcome his repulsion and get in touch with me.",Blood of Elves,Geralt,Rience
"Rience isn't in Novigrad. Whereas there's no end of Temerian agents there. Probably all waiting for the  Geralt. They've caught on to something I've known for a long time. Namely, that Geralt, the Geralt  from Rivia, can answer all kinds of questions if he's asked in the right manner.",Blood of Elves,Geralt,Rience
"Maybe he can save us time? Don't forget, Dijkstra,  our poet is mixed up to his ears in this affair and we've got him here but we haven't got the Geralt. Where is the child seen with Geralt in Kaedwen? The girl with ashen hair and green eyes? The one  Rience asked you about back in Temeria when he caught and tortured you?",Blood of Elves,Geralt,Rience
"'What's this about, Dandelion?' The Geralt fastened the buckles on his boots. 'Go on.'  'Pack your bags,' he replied dryly. 'Your departure is imminent.'  'How imminent?'  'Exceptionally.'  'Shani ...' Geralt cleared his throat. 'Shani told me about the snoops following you. You lost them, I  understand?'  'You don't understand anything.'  'Rience?'  'Worse.'  'In that case I really don't understand ...",Blood of Elves,Geralt,Rience
"Tretogor? Dijkstra?'  'You've guessed.'  'That's still no reason-'  'It's reason enough,' interrupted Dandelion. 'They're not concerned about Rience any more, Geralt. They're after the girl and Yennefer. Dijkstra wants to know where they are.",Blood of Elves,Geralt,Rience
"Set the magicians to work and have them prepare a  telecommunication link with their point of contact in Redania. Let them pass on my verbal orders, which  must immediately be sent to Rience. The order is to run as follows: Rience is to stop pussyfooting around,  and to stop playing with the Geralt. Else it could end badly. No one toys with the Geralt.",Blood of Elves,Geralt,Rience
"I know him,  Coehoorn. He is too clever to lead Rience to the Trail. I repeat, Rience is to organise the assassination  immediately, to take the Geralt out of the game at once. He's to kill him, and then disappear, bide his  time and await my orders. If he comes across the enchantress's trail before that he is to leave her alone.",Blood of Elves,Geralt,Rience
"For a very long time.'  'You shouldn't have said that.' The Geralt smiled nastily, feeling the euphoria of battle aroused by the  elixir, reacting with adrenalin. 'Before you said that, you still had a chance to live. Now you don't.'  A powerful oscillation of his Geralt's medallion warned him of a sudden assault. He jumped aside and,  drawing his sword in a flash, deflected and annihilated the violent, paralysing wave of magical energy  directed at him with his rune-covered blade. Rience backed away, raised his arm to make a move but at  the last moment took fright.",Blood of Elves,Geralt,Rience
"Rience backed away, raised his arm to make a move but at  the last moment took fright. Not attempting a second spell, he swiftly retreated down the lane. The  Geralt could not run after him - the four men who thought they were concealed in the shadows threw  themselves at him. Swords flashed. They were professionals.",Blood of Elves,Geralt,Rience
"He heard Shani's terrified scream as she tried to pull herself free of Dandelion on the bridge leading to the  charlatan's house. Rience retreated into the depths of the lane, raising and spreading  both arms in front of him, a magical light already beginning to exude from them. Geralt grasped his sword  with both hands and without second thoughts ran towards him. The sorcerer's nerves could not take it. Without completing his spell, he began to run away, yelling incomprehensibly.",Blood of Elves,Geralt,Rience
"The little street blazed with a bright light and on the dilapidated, sullied walls of a  house, flared the fiery oval of a portal. Rience threw himself towards it. Geralt jumped. He was furious. Toublanc Michelet groaned and curled up, clutching his riven belly.",Blood of Elves,Geralt,Rience
"He struggled  furiously, violently ripped the cloak from clasp to clasp and freed himself. Too late. Geralt spun him round by hitting him in the shoulder with his right hand, then immediately struck him in the  neck under the ear with his left. Rience reeled but did not fall. The Geralt, jumping softly, caught up with  him and forcefully dug his fist under his ribs.",Blood of Elves,Geralt,Rience
"The Geralt, jumping softly, caught up with  him and forcefully dug his fist under his ribs. The sorcerer moaned and drooped over the fist. Geralt  grabbed him by the front of his doublet, spun him and threw him to the ground. Pressed down by the  Geralt's knee, Rience extended his arm and opened his mouth to cast a spell. Geralt clenched his fist  and thumped him from above.",Blood of Elves,Geralt,Rience
"'Who sent you? Who hired you?'  Rience spat blood at him. The Geralt struck him yet again. 'Who?'  The fiery oval of the portal flared more strongly; the light emanating from it flooded the entire lane. The  Geralt felt the power throbbing from the oval, had felt it even before his medallion had begun to oscillate  violently, in warning.",Blood of Elves,Geralt,Rience
"Rience also felt the energy streaming from the portal, sensed help approaching. He yelled, struggling like  an enormous fish. Geralt buried his knees in the sorcerer's chest, raised his arm, forming the Sign of Aard  with his fingers, and aimed at the flaming portal. It was a mistake. No one emerged from the portal.",Blood of Elves,Geralt,Rience
Only power radiated from it and Rience had taken the power. From the sorcerer's outstretched fingers grew six-inch steel spikes. They dug into Geralt's chest and  shoulder with an audible crack. Energy exploded from the spikes. The Geralt threw himself backwards  in a convulsive leap.,Blood of Elves,Geralt,Rience
"At least two of them. Rience attempted to rise but immediately collapsed to his knees again and began to struggle to the portal  on all fours. Geralt, catching his breath with difficulty, drew a stiletto from his boot. The sorcerer looked  back, sprung up and reeled. The Geralt was also reeling but he was quicker.",Blood of Elves,Geralt,Rience
The Geralt was also reeling but he was quicker. Rience looked back again  and screamed. Geralt gripped the knife. He was angry. Very angry.,Blood of Elves,Geralt,Rience
"Calm down and let Shani and me take  care of you.'  'She's right!' shouted Dandelion, 'you're wounded, damn it! Your wound has to be dressed and we've got  to get out of here! You can argue later!'  'You and your great cause ...' The Geralt, ignoring the troubadour, staggered forward. 'Your great  cause, Philippa, and your choice, is a wounded man, stabbed in cold blood once he told you what you  wanted to know, but what I wasn't to find out. Your great cause is Rience, whom you allowed to escape  so that he wouldn't by any chance reveal the name of his patron.",Blood of Elves,Geralt,Rience
"Calm down and let Shani and me take  care of you.'  'She's right!' shouted Dandelion, 'you're wounded, damn it! Your wound has to be dressed and we've got  to get out of here! You can argue later!'  'You and your great cause ...' The Geralt, ignoring the troubadour, staggered forward. 'Your great  cause, Philippa, and your choice, is a wounded man, stabbed in cold blood once he told you what you  wanted to know, but what I wasn't to find out. Your great cause is Rience, whom you allowed to escape  so that he wouldn't by any chance reveal the name of his patron.",Blood of Elves,Geralt,Rience
"What's more, she saw nothing of what she had  expected in those eyes. 'Welcome,' he repeated. 'We are glad you've come.'  Eskel stood next to Geralt, resembling the Wolf like a brother apart from the colour of his hair and the  long scar which disfigured his cheek. And the youngest of the Kaer Morhen Geralts, Lambert, was  there with his usual ugly, mocking expression. Vesemir was not there.",Blood of Elves,Geralt,Lambert
